data inicio,data termino,nome do evento,Tipo,Estado que ocorrerá,Impacto para a aviação,Dia da semana que iniciará,Dias restantes para o evento,Se terá possível emenda
2025-07-29,2025-11-11,Grupo de Estudos PMP Juntos 2025,Evento Corporativo,Evento Online,Baixo,Tuesday,-3,Sim
2025-08-16,2025-08-16,Meetup do Trem on Rails,Evento Corporativo,"Alloyal - Belo Horizonte, MG",Baixo,Saturday,15,Não
2025-09-02,2025-09-03,12° Fórum do Biogás,Evento Corporativo,"São Paulo Expo - São Paulo, SP",Baixo,Tuesday,32,Sim
2025-08-07,2025-08-07,EIC Connect Energy Brazil 2025,Evento Corporativo,"Av. Oscar Niemeyer, 2000 - Rio de Janeiro, RJ",Baixo,Thursday,6,Sim
2025-07-02,2025-08-02,- Férias na Fratelli 2025 - TEMA 4 - Fenomenologia,Evento Corporativo,Evento Online,Baixo,Wednesday,-30,Não
2025-08-05,2025-08-06,Espressif Summit Brasil 2025,Evento Corporativo,"Vitória Hotel Concept - Campinas - Campinas, SP",Baixo,Tuesday,4,Sim
2025-08-04,2025-08-29,Grupo de Estudos Terapia do Esquema,Evento Corporativo,Evento Online,Baixo,Monday,3,Não
2025-09-09,2025-09-09,CONGRESSO CONSTRUMETAL 2025,Evento Corporativo,"Parque Mirante - Allianz Parque - São Paulo, SP",Baixo,Tuesday,39,Sim
2025-08-23,2025-08-23,Seller Conecta Especial Shopee,Evento Corporativo,"Local a definir - Ibitinga, SP",Baixo,Saturday,22,Não
2025-08-08,2025-08-08,Workshop de Produção Criativa com João Grillo,Evento Corporativo,"Gráfica GSA - Vitória, ES",Baixo,Friday,7,Não
2025-08-04,2025-08-04,Mais vendas. Mais clientes. Mais oportunidades. Descubra o poder da digitalização,Evento Corporativo,"Av. Agamenon Magalhães, 444 - Caruaru, PE",Baixo,Monday,3,Não
2025-11-08,2025-11-09,RH PRO Experience 2ª edição,Evento Corporativo,"Local a definir - Belo Horizonte, MG",Baixo,Saturday,99,Não
2025-08-29,2025-08-31,Desafio Empreende UFFS 2025,Evento Corporativo,"Universidade Federal da Fronteira Sul - Auditório do Bloco C - Chapecó, SC",Baixo,Friday,28,Não
2025-10-14,2025-10-14,Sankhya Connection 2025,Evento Corporativo,"Transamerica Expo Center - São Paulo, SP",Baixo,Tuesday,74,Sim
2025-08-21,2025-08-23,8º SIMPÓSIO ABECE UNIVERSIDADES DE ENG. DE ESTRUTURAS,Evento Corporativo,"IEP - INSTITUTO DE ENGENHARIA DO PARANÁ - Rua Emiliano Perneta, 174 - Curitiba, PR",Baixo,Thursday,20,Sim
2025-08-06,2025-08-06,Lançamento | Pesquisa Doação Brasil 2024,Evento Corporativo,Evento Online,Baixo,Wednesday,5,Não
2025-08-16,2025-08-16,Curso Online Criminal Profiling: Desvendando o perfil do criminoso,Evento Corporativo,Evento Online,Baixo,Saturday,15,Não
2025-11-18,2025-11-19,CAPITAL SUMMIT BRASÍLIA 2025,Evento Corporativo,"Royal Tulip Brasília Alvorada - Brasília, DF",Baixo,Tuesday,109,Sim
2025-08-19,2025-08-20,JOTAJÁ SUMMIT 2025,Evento Corporativo,"Riocentro - Rio de Janeiro, RJ",Baixo,Tuesday,18,Sim
2025-09-13,2025-09-13,Tipos de Depósitos e Sistemas Mineralizantes,Evento Corporativo,Evento Online,Baixo,Saturday,43,Não
2025-08-09,2025-08-09,Laboratório Nutri Sem Fronteiras - Rio de Janeiro,Evento Corporativo,"Riale Brisa Barra - Rio de Janeiro, RJ",Baixo,Saturday,8,Não
2025-10-21,2025-10-21,Jantar 42 SP no Pobre Juan,Evento Corporativo,"Pobre Juan Vila Olímpia - São Paulo, SP",Baixo,Tuesday,81,Sim
2025-08-07,2025-08-07,1° Congresso IntegraTEA - ASAAS - 07/08/2025,Evento Corporativo,"Av. 28 de Maio, 1590 - Santa Clara do Sul, RS",Baixo,Thursday,6,Sim
2025-07-08,2025-07-31,Grupo de Estudos Psicoterapia de Grupos,Evento Corporativo,Evento Online,Baixo,Tuesday,-24,Sim
2025-08-19,2025-08-19,Camila Farani - Negociar para inovar: Como decisões inteligentes movem negócios reais,Evento Corporativo,"Faculdade Insted - Campo Grande, MS",Baixo,Tuesday,18,Sim
2025-08-15,2025-08-16,CURSO DE PERFURAÇÃO DE LÓBULO AURICULAR (HUMANIZADO),Evento Corporativo,"Centro de Vivência, Universidade Federal de Sergipe, Campus José Aloísio de Campos - Aracaju, SE",Baixo,Friday,14,Não
2025-08-05,2025-08-30,XXVIII ENCONTRO ELAS SIMPLES ASSIM,Evento Corporativo,"Condomínio Empresarial Praça Maior - Sorocaba, SP",Baixo,Tuesday,4,Sim
2025-08-05,2025-08-05,Allrea Wave,Evento Corporativo,"Hotel Vitória Concept Campinas - Campinas, SP",Baixo,Tuesday,4,Sim
2025-09-23,2025-09-24,InovArroz - Fórum Nacional de Arroz de Terras Altas,Evento Corporativo,"Oft Alfre Hotels - Goiânia, GO",Baixo,Tuesday,53,Sim
2025-08-01,2025-08-01,Café da Manhã com Debates,Evento Corporativo,"OAB - 39ª Subsecção de São Bernardo Campo - São Bernardo do Campo, SP",Baixo,Friday,0,Não
2025-08-30,2025-08-30,Festival Potencializar Carreiras,Evento Corporativo,Evento Online,Baixo,Saturday,29,Não
2025-08-16,2025-08-16,Liberty Open 2025,Evento Corporativo,"Hotel SESC Atalaia - Aracaju, SE",Baixo,Saturday,15,Não
2025-08-22,2025-08-22,III Congresso Integrar Saberes,Evento Corporativo,"Espaço Integrar - Belo Horizonte, MG",Baixo,Friday,21,Não
2025-08-07,2025-08-07,ESCALADA EMPRESARIAL - 2ª EDIÇÃO,Evento Corporativo,"Centro de Convenções do Shopping Nova América - Rio de Janeiro, RJ",Baixo,Thursday,6,Sim
2025-08-15,2025-08-15,"Empreende,RH! [1ª edição em PE]",Evento Corporativo,"Universo da Beleza - Recife, PE",Baixo,Friday,14,Não
2025-08-11,2025-08-11,Negócios em Cena,Evento Corporativo,"Faculdade Anhanguera Joinville - Joinville, SC",Baixo,Monday,10,Não
2025-08-16,2025-08-16,Perversão - Metapsicologia e Clínica,Evento Corporativo,Evento Online,Baixo,Saturday,15,Não
2025-08-05,2025-08-28,Curso Inteligência Artificial Generativa para Gestão de Projetos - Turma 04,Evento Corporativo,Evento Online,Baixo,Tuesday,4,Sim
2025-08-04,2025-08-04,Curso: Freud hoje: fundamentos da psicanálise numa perspectiva contemporânea,Evento Corporativo,Evento Online,Baixo,Monday,3,Não
2025-08-05,2025-08-13,PRÁTICA TRABALHISTA,Evento Corporativo,"R. Buenos Aires, 80 - Recife, PE",Baixo,Tuesday,4,Sim
2025-11-22,2025-11-23,Bioesthetic Brasil 2025,Evento Corporativo,"Av. das Américas, 8585 - Rio de Janeiro, RJ",Baixo,Saturday,113,Não
2025-08-23,2025-08-24,CURSO PRESENCIAL DE GESTÃO DE TRÁFEGO PAGO EM MANAUS,Evento Corporativo,"Blue Tree Premium Manaus - Manaus, AM",Baixo,Saturday,22,Não
2025-09-20,2025-09-20,3º WORKSHOP PARA CALHEIROS DO BRASIL,Evento Corporativo,"Fildi hotel & eventos - Sumaré, SP",Baixo,Saturday,50,Não
2025-09-27,2025-09-27,II Fórum de Contabilidade do Estado de Rondônia 2025,Evento Corporativo,"Golden Plaza Hotel - Porto Velho, RO",Baixo,Saturday,57,Não
2025-08-25,2025-08-25,COFFEE PARTY | IA PARA EXECUTIVOS,Evento Corporativo,"Fildi hotel & eventos - Sumaré, SP",Baixo,Monday,24,Não
2025-08-12,2025-08-13,IV Workshop de Segurança Operacional de Poços,Evento Corporativo,"Hotel Royal Atlântica - Macaé, RJ",Baixo,Tuesday,11,Sim
2025-08-02,2025-08-02,Lipedema com Elas - 1º Meeting sobre Lipedema do Agreste,Evento Corporativo,"Caruaru Park Hotel - Caruaru, PE",Baixo,Saturday,1,Não
2025-10-02,2025-10-02,Ricardo Amorim em Belém,Evento Corporativo,"Tv. Rui Barbosa, 552 - Belém, PA",Baixo,Thursday,62,Sim
2025-08-19,2025-08-19,"#PEM23 - Dinheiro na mão, negócio certo: Como financiar seu sonho sem cair em ciladas",Evento Corporativo,"Reserva Rooftop - São Paulo, SP",Baixo,Tuesday,18,Sim
2025-10-07,2025-10-09,5° Business Tech Congress,Evento Corporativo,"Av. Fernando Ferrari, 1358 - Vitória, ES",Baixo,Tuesday,67,Sim
2025-10-22,2025-10-23,CSX Week 2025 Presencial,Evento Corporativo,"Instituto Ricardo Brennand - Recife, PE",Baixo,Wednesday,82,Não
2025-08-02,2025-08-02,Minicurso Prática clínica e avaliação psicológica na infância e adolescência,Evento Corporativo,"Sopro Work.Live - Capão da Canoa, RS",Baixo,Saturday,1,Não
2025-08-14,2025-08-14,BPMnight - JoinVille SC,Evento Corporativo,"R. Expedicionário Holz, 351 - Joinville, SC",Baixo,Thursday,13,Sim
2025-08-19,2025-08-21,BioMol na Prática: Técnicas e Aplicações,Evento Corporativo,Evento Online,Baixo,Tuesday,18,Sim
2025-08-30,2025-08-30,#49er Day 2025,Evento Corporativo,"Churrascaria Ataliba - Florianópolis, SC",Baixo,Saturday,29,Não
2025-08-05,2025-08-06,Agente de Viagens com Propósito Turma Extra Agosto !!!,Evento Corporativo,Evento Online,Baixo,Tuesday,4,Sim
2025-11-07,2025-11-08,II SIMPÓSIO BRASILEIRO DE OVINOCULTURA,Evento Corporativo,"Universidade de São Paulo, Campus de Pirassununga, Faculdade de Zootecnia e Engenharia de Alimentos - Pirassununga, SP",Baixo,Friday,98,Não
2025-08-28,2025-08-29,V Congresso de Direito das Famílias e Sucessões do Interior do Paraná,Evento Corporativo,"OAB/PR - Subseção de Cascavel - Cascavel, PR",Baixo,Thursday,27,Sim
2025-08-09,2025-08-09,Café Mais Vendas,Evento Corporativo,"Café Viriato - Sul/Reserva - Fortaleza, CE",Baixo,Saturday,8,Não
2025-09-27,2025-09-27,HNWD Rio de Janeiro 2025,Evento Corporativo,"Local a definir - Rio de Janeiro, RJ",Baixo,Saturday,57,Não
2025-08-15,2025-08-15,1º Workshop Gestão Trabalhista Condominial,Evento Corporativo,"King Coworking - Campinas, SP",Baixo,Friday,14,Não
2025-07-02,2025-08-02,- Férias na Fratelli 2025 - TEMA 5 - Autismo e ABA,Evento Corporativo,Evento Online,Baixo,Wednesday,-30,Não
2025-08-05,2025-08-26,"Curso ""IA Criativa e Estratégica para Publicitários"" - por APP Brasil",Evento Corporativo,Evento Online,Baixo,Tuesday,4,Sim
2025-09-20,2025-09-20,Security BSides João Pessoa 2025,Evento Corporativo,"Centro Universitário - UNIESP - Cabedelo, PB",Baixo,Saturday,50,Não
2025-08-16,2025-08-17,CURSO PRESENCIAL DE GESTÃO DE TRÁFEGO PAGO EM SÃO PAULO,Evento Corporativo,"Royal Boutique Paulista Hotel - São Paulo, SP",Baixo,Saturday,15,Não
2025-08-27,2025-08-27,Maratona EBB 2025,Evento Corporativo,"Av. da Liberdade, 532 - São Paulo, SP",Baixo,Wednesday,26,Não
2025-08-05,2025-08-05,VALORIZAÇÃO DA ADVOCACIA : HONORÁRIOS ADVOCATÍCIOS EM QUESTÕES PREVIDENCIÁRIAS,Evento Corporativo,Evento Online,Baixo,Tuesday,4,Sim
2025-10-09,2025-10-10,SERRA SUMMIT 2025,Evento Corporativo,"Sociedade Grêmio Pratense - Nova Prata, RS",Baixo,Thursday,69,Sim
2025-08-15,2025-08-15,IV Simpósio de Fisioterapia Pélvica – Faculdade Inspirar Vitória,Evento Corporativo,"Faculdade Inspirar Vitória - Vitória, ES",Baixo,Friday,14,Não
2025-08-30,2025-08-30,Construção do caso clínico: Para não lacanianos!,Evento Corporativo,"Livraria do Psicólogo e Educador - Belo Horizonte, MG",Baixo,Saturday,29,Não
2025-12-06,2025-12-07,BHack Conference 2025,Evento Corporativo,"MinasCentro - Belo Horizonte, MG",Baixo,Saturday,127,Não
2025-07-03,2025-07-05,Circuito Doutor-IE 2026,Evento Corporativo,"Expo Center Norte - São Paulo, SP",Baixo,Thursday,-29,Sim
2025-07-31,2025-07-31,Neurociência aplicada à arquitetura para saúde,Evento Corporativo,"InterContinental Sao Paulo by IHG - São Paulo, SP",Baixo,Thursday,-1,Sim
2025-07-02,2025-08-02,- Férias na Fratelli 2025 - TEMA 3 - Abordagem Centrada na Pessoa,Evento Corporativo,Evento Online,Baixo,Wednesday,-30,Não
2025-08-04,2025-10-06,Entre sessões: Grupo de estudo on-line de Terapia Cognitivo Comportamental,Evento Corporativo,Evento Online,Baixo,Monday,3,Não
2025-11-07,2025-11-08,CBEV 2025 São Paulo - XI Congresso Brasileiro de Ecografia Vascular,Evento Corporativo,"InterContinental Sao Paulo, an IHG Hotel - São Paulo, SP",Baixo,Friday,98,Não
2025-08-02,2025-08-02,Curso Anual de Segurança em Ressonância Magnética MRIONLINE - Edição 2025,Evento Corporativo,Evento Online,Baixo,Saturday,1,Não
2025-07-02,2025-08-02,- Férias na Fratelli 2025 - TEMA 2 - Gestalt-Terapia,Evento Corporativo,Evento Online,Baixo,Wednesday,-30,Não
2025-08-02,2025-08-02,Seminário NR-01: da Fiscalização à Gestão Estratégica da Saúde Mental,Evento Corporativo,"R. Araguari, 358 - Belo Horizonte, MG",Baixo,Saturday,1,Não
2025-08-02,2025-08-02,Curso das Bases da Musculação -CBM.,Evento Corporativo,"R. Pernambuco, 618 - Belo Horizonte, MG",Baixo,Saturday,1,Não
2025-08-14,2025-08-25,Curso online Relações Institucionais e Governamentais em Estados e Municípios,Evento Corporativo,Evento Online,Baixo,Thursday,13,Sim
2025-10-04,2025-10-05,Natal Pilates Experience 2025,Evento Corporativo,"Esmeralda Praia Hotel - Natal, RN",Baixo,Saturday,64,Não
2025-08-09,2025-08-23,"BIM e AWP - Parametrização e codificação de projetos Revit, Navisworks, Primavera P6 e Power BI",Evento Corporativo,Evento Online,Baixo,Saturday,8,Não
2025-08-20,2025-08-20,Papo de Buteco com Marcel Roxo | 5ª Edição | Marketing e Negócios Digitais,Evento Corporativo,"La Piazza 848 - Sertãozinho, SP",Baixo,Wednesday,19,Não
2025-05-27,2025-05-30,6º CONGRESSO/IMERSÃO DE HARMONIZAÇÃO FACIAL - FULL FACE 2026,Evento Corporativo,"Centro de Convenções - Distrito Anhembi - São Paulo, SP",Baixo,Tuesday,-66,Sim
2025-09-23,2025-09-23,CondoExpert Paraná 2025,Evento Corporativo,"Centro de Eventos Positivo - Curitiba, PR",Baixo,Tuesday,53,Sim
2025-08-30,2025-08-30,"XII SEMINÁRIO SOBRE EPIDERMÓLISES BOLHOSAS, II ENCONTRO SOBRE DOENÇAS RARAS DE PELE",Evento Corporativo,"Sociedade Brasileira de Dermatologia - Regional São Paulo - São Paulo, SP",Baixo,Saturday,29,Não
2025-08-01,2025-08-01,NR-12 - Princípios básicos para adequação de máquinas,Evento Corporativo,"Estácio - Aracaju - Aracaju, SE",Baixo,Friday,0,Não
2025-10-17,2025-10-18,TechDay - Congresso Nacional dos Especialistas em TI - 2ª Edição,Evento Corporativo,"FECAP - Fundação Escola de Comércio Álvares Penteado - Campus Liberdade - São Paulo, SP",Baixo,Friday,77,Não
2025-09-23,2025-09-24,CONEXÃO EBEM - 5a EDIÇÃO- NOVA ERA,Evento Corporativo,"Tokio Marine Hall - São Paulo, SP",Baixo,Tuesday,53,Sim
2025-08-01,2025-08-03,7ª edição Lab Luthier 2025: Transformação - São Paulo,Evento Corporativo,"R. Oscar Freire, 2500 - São Paulo, SP",Baixo,Friday,0,Não
2025-08-29,2025-08-29,VOGA Conference 2025,Evento Corporativo,"Royal Tulip Brasília Alvorada - Brasília, DF",Baixo,Friday,28,Não
2025-09-18,2025-09-18,IV Congresso Brasileiro de Maturidade de Gestão na Saúde,Evento Corporativo,"Hotel Nacional Inn Jaraguá São Paulo - São Paulo, SP",Baixo,Thursday,48,Sim
2025-08-23,2025-08-23,Curso de Grafotecnia e Documentoscopia,Evento Corporativo,"EJUD - Escola Judiciária do Piauí - Teresina, PI",Baixo,Saturday,22,Não
2025-10-03,2025-10-03,ENECE - Encontro Nacional de Engenharia e Consultoria Estrutural,Evento Corporativo,"Centro de Eventos The One - São Paulo, SP",Baixo,Friday,63,Não
2025-08-07,2025-08-07,Connection - Alex Monteiro,Evento Corporativo,"Connection Hall (Salão familia da Igreja da Família) - Recife, PE",Baixo,Thursday,6,Sim
2025-07-31,2025-07-31,#12 Encontro da Comunidade de Produto - Ceará,Evento Corporativo,"Av. Santos Dumont, 2828 - Fortaleza, CE",Baixo,Thursday,-1,Sim
2025-08-30,2025-08-30,Human Risk Conference Brazil 2025 (HumanConf),Evento Corporativo,"Novotel São Paulo Center Norte - São Paulo, SP",Baixo,Saturday,29,Não
2025-10-25,2025-10-25,LittlestCon Brasil,Evento Corporativo,"Conselho Comunitário Do Córrego Grande - Florianópolis, SC",Baixo,Saturday,85,Não
2025-08-02,2025-08-02,Dominando a Reprodução Canina: da inseminação artificial à Cesariana,Evento Corporativo,Evento Online,Baixo,Saturday,1,Não
2025-08-18,2025-08-18,Análise Microbiológica de Alimentos,Evento Corporativo,Evento Online,Baixo,Monday,17,Não
2025-08-12,2025-08-14,Inteligência Artificial para Agilistas e Gerentes de projeto - V2,Evento Corporativo,Evento Online,Baixo,Tuesday,11,Sim
2025-08-20,2025-08-20,InspiRHação Selecty 2025,Evento Corporativo,"Novotel Center Norte - São Paulo, SP",Baixo,Wednesday,19,Não
2025-08-09,2025-08-09,1º Seminário temático ABA e TEA: prevenindo e intervindo em comportamentos problema,Evento Corporativo,"Landin Instituto de Análise do Comportamento - Anápolis, GO",Baixo,Saturday,8,Não
2025-08-15,2025-08-17,Techstars Startup Weekend Floripa - Diversidade e Inclusão,Evento Corporativo,"ACATE | Centro de Inovação - Florianópolis, SC",Baixo,Friday,14,Não
2025-08-16,2025-08-16,RICCUS CURSO- TRÁFEGO PAGO- Estácio Sulacap- RJ,Evento Corporativo,"Faculdade Estácio Sulacap ( no Carrefour ) - Rio de Janeiro, RJ",Baixo,Saturday,15,Não
2025-08-04,2025-08-06,Matrícula (D4): Especialização em Fenomenologia Decolonial e Clínica Ampliada,Evento Corporativo,Evento Online,Baixo,Monday,3,Não
2025-08-26,2025-08-27,ENCONTRO DE HOTELEIROS DA NOVA HOTELARIA - ENHNOTEL 2025,Evento Corporativo,"Aram Beach & Convention - João Pessoa, PB",Baixo,Tuesday,25,Sim
2025-08-02,2025-08-02,WORKSHOP LUZ DA INCLUSÃO,Evento Corporativo,"Local a definir - Conselheiro Lafaiete, MG",Baixo,Saturday,1,Não
2025-08-16,2025-08-16,Mais Negócios Mariana,Evento Corporativo,"Colégio Providência - Mariana, MG",Baixo,Saturday,15,Não
2025-10-15,2025-10-17,VII CONGRESSO DE DIREITO TRIBUTÁRIO DA OAB/AM,Evento Corporativo,"OAB - Ordem dos Advogados do Brasil | Seccional Amazonas - Manaus, AM",Baixo,Wednesday,75,Não
2025-08-05,2025-08-05,O papel das palestras na construção de marcas pessoais e corporativas! | Treinamento,Evento Corporativo,"Escola de Aplicação Alpha Lumen - São José dos Campos, SP",Baixo,Tuesday,4,Sim
2025-11-27,2025-11-29,Fórum Negócios Experience 2025 - 10 anos,Evento Corporativo,"Centro de Convenções de Natal - Natal, RN",Baixo,Thursday,118,Sim
2025-11-09,2025-11-09,Congresso Manicure Independente - Conquiste sua liberdade Financeira através das unhas!,Evento Corporativo,"Novotel São Paulo Center Norte - São Paulo, SP",Baixo,Sunday,100,Não
2025-08-01,2025-08-01,Evolution - Marabá,Evento Corporativo,"Golden Ville Hotel - Marabá, PA",Baixo,Friday,0,Não
2025-08-19,2025-08-19,Empreendedorismo Acelerado - Conquiste 8 anos em 8meses no caminho para o sucesso,Evento Corporativo,"Transamerica Lagoa dos Ingleses - Nova Lima, MG",Baixo,Tuesday,18,Sim
2025-07-10,2025-07-31,"GRUPO DE CONSTELAÇÃO FAMILIAR PRESENCIAL EM BRASÍLIA INSTITUTO SERENDY - 03, 10, 17, 24 e 31.07.25",Evento Corporativo,"Centro Médico Integrado de Saúde - Life - Brasília, DF",Baixo,Thursday,-22,Sim
2025-08-01,2025-08-01,Planetário e Observatório da UFBA - Sessão AAAB,Evento Corporativo,"Planetário e Observatório da UFBA - Universidade Federal da Bahia - Salvador, BA",Baixo,Friday,0,Não
2025-09-06,2025-09-06,Simpósio Neurodesenvolvimento em Foco,Evento Corporativo,"Panorama Tower Hotel - Ipatinga, MG",Baixo,Saturday,36,Não
2025-07-31,2025-08-01,1º SIMPÓSIO INTERNACIONAL DA ENFERMAGEM DO ESPORTE (1ºSIEE),Evento Corporativo,"Rua Fernando Ferrari, 75 - Rio de Janeiro, RJ",Baixo,Thursday,-1,Sim
2025-08-25,2025-08-26,CFO Insights,Evento Corporativo,"Tokio Marine Hall - São Paulo, SP",Baixo,Monday,24,Não
2025-09-25,2025-09-26,4º SIMPÓSIO DE ASSISTÊNCIA DOMICILIAR ABRASFID,Evento Corporativo,"R. Dr. Rômulo Serrano, 262 - Salvador, BA",Baixo,Thursday,55,Sim
2025-03-20,2025-03-21,XV Fórum Permanente de Processualistas Civis,Evento Corporativo,"IDP - Brasília, DF",Baixo,Thursday,-134,Sim
2025-08-23,2025-08-23,WORKSHOP POSICIONAR,Evento Corporativo,"Local a definir - Paracatu, MG",Baixo,Saturday,22,Não
2025-09-16,2025-09-16,IFS FOCUS DAY 2025,Evento Corporativo,"Renaissance São Paulo Hotel - São Paulo, SP",Baixo,Tuesday,46,Sim
2025-09-13,2025-09-14,1º Medical Conference ottobock.care,Evento Corporativo,"Hotel Meliá Paulista - São Paulo, SP",Baixo,Saturday,43,Não
2025-07-31,2025-07-31,Treinamento - Integração de Inteligências de Vídeo com Sistemas de Alarmes Monitorados | Joinville,Evento Corporativo,"Digital Sat - Joinville - Joinville, SC",Baixo,Thursday,-1,Sim
2025-08-21,2025-08-21,Série Pianíssimo 3a edição: Lucas Esteves,Evento Corporativo,"Palácio da Cultura Sônia Cabral - Vitória, ES",Baixo,Thursday,20,Sim
2025-08-11,2025-08-14,"[escola de conteúdo] Prompt Writing, Módulos 1 e 2",Evento Corporativo,Evento Online,Baixo,Monday,10,Não
2025-10-25,2025-10-25,HNWD São Paulo 2025,Evento Corporativo,"Local a definir - São Paulo, SP",Baixo,Saturday,85,Não
2025-10-09,2025-10-11,RIO TEAMA em Campos do Jordão 2025,Evento Corporativo,"Auditório Cláudio Santoro - Campos do Jordão, SP",Baixo,Thursday,69,Sim
2025-08-26,2025-08-26,2º Encontro Mineiro de Profissionais de Departamento Pessoal,Evento Corporativo,"Centro de Convenções CDL/BH - Belo Horizonte, MG",Baixo,Tuesday,25,Sim
2025-08-30,2025-08-30,"I Seminário de Educação - Mediação - ""Quando o olhar acolhe""",Evento Corporativo,"R. Flôres da Cunha, 1740 - Caxias do Sul, RS",Baixo,Saturday,29,Não
2025-08-09,2025-08-09,Educação e Neurodiversidade: TEA nível I de suporte e TDAH em adolescentes e adultos.,Evento Corporativo,"Local a definir - Salvador, BA",Baixo,Saturday,8,Não
2025-08-30,2025-08-30,1º Fórum NR-1 Bahia,Evento Corporativo,"R. Monte Conselho, 505 - Salvador, BA",Baixo,Saturday,29,Não
2025-09-22,2025-09-22,PUSH Finanças,Evento Corporativo,"Arena B3 - São Paulo, SP",Baixo,Monday,52,Não
2025-08-06,2025-08-20,Seminário de Curta Duração: Ferenczi e Winnicott: os antiprocustianos,Evento Corporativo,Evento Online,Baixo,Wednesday,5,Não
2025-08-06,2025-08-06,X Yellow Day | Experience Journey,Evento Corporativo,"Av. das Nações Unidas, 18801 - São Paulo, SP",Baixo,Wednesday,5,Não
2025-08-16,2025-08-17,Terceira Jornada Fertitech Reprodução Assistida: E Louise Brown fez 47 anos!,Evento Corporativo,"WO Experience Center - Belo Horizonte, MG",Baixo,Saturday,15,Não
2025-08-01,2025-08-01,1º Workshop Condominial 360º,Evento Corporativo,"Auditório Fluzão - Rio de Janeiro, RJ",Baixo,Friday,0,Não
2025-08-21,2025-08-21,Workshop de Inovação em SST do Rio de Janeiro-RJ,Evento Corporativo,"Novotel Porto Atlântico - Rio de Janeiro - Rio de Janeiro, RJ",Baixo,Thursday,20,Sim
2025-07-26,2025-07-31,- Formação em Psicopatologia e Intervenções em Saúde Mental - Turma 10,Evento Corporativo,Evento Online,Baixo,Saturday,-6,Não
2025-12-21,2025-12-21,INSCRIÇÃO PÓS UNIVEL 2025,Evento Corporativo,"UNIVEL - Cascavel, PR",Baixo,Sunday,142,Não
2025-08-19,2025-08-19,Palestra: Recolhimento em Atraso,Evento Corporativo,"Av. Luiz do Patrocínio Fernandes, 138 - Votorantim, SP",Baixo,Tuesday,18,Sim
2025-08-02,2025-08-31,"Capacitação em Análise do Comportamento: Avaliação, intervenções e aplicações clínicas.",Evento Corporativo,Evento Online,Baixo,Saturday,1,Não
2025-08-28,2025-08-29,Link ISP 2025,Evento Corporativo,"Serra Park - Centro de Feiras e Eventos - Gramado, RS",Baixo,Thursday,27,Sim
2025-09-27,2025-09-27,Simpósio Terapia Intensiva Cardiovascular,Evento Corporativo,"R. Uberaba, 500 - Belo Horizonte, MG",Baixo,Saturday,57,Não
2025-08-30,2025-08-30,Imersão Neuromarketing São Paulo,Evento Corporativo,"R. Maestro Cardim, 1-560 - São Paulo, SP",Baixo,Saturday,29,Não
2025-08-04,2025-08-04,COMO ATUAR NAS CORREGEDORIAS - ATUAÇÃO DO ADVOGADO NOS PROCESSOS ADMINISTRATIVOS DISCIPLINARES,Evento Corporativo,"OAB-Ordem dos Advogados do Brasil-Sec do MA - São Luís, MA",Baixo,Monday,3,Não
2025-08-13,2025-08-13,Elas por Elas - O Poder das Conexões,Evento Corporativo,"Lavras Apart Hotel - Lavras, MG",Baixo,Wednesday,12,Não
2025-10-15,2025-10-15,VISITA BROTHER CHIDANANDA AO BRASIL - PALESTRA RIO DE JANEIRO,Evento Corporativo,"HOTEL PRODIGY SANTOS DUMONT - Rio de Janeiro, RJ",Baixo,Wednesday,75,Não
2025-08-13,2025-08-13,CBEA 2025 - Congresso Brasileiro de Estética Animal,Evento Corporativo,"Av. Olavo Fontoura, 1209 - São Paulo, SP",Baixo,Wednesday,12,Não
2025-11-14,2025-11-14,Onconefrologia - Workshop Internacional A.C.Camargo,Evento Corporativo,"Portaria - A.C.Camargo Cancer Center - Auditório Jose Ermínio de Moraes - São Paulo, SP",Baixo,Friday,105,Não
2025-09-09,2025-09-09,Congresso Master Level - 2ª EDIÇÃO,Evento Corporativo,"Expo Center Norte - São Paulo, SP",Baixo,Tuesday,39,Sim
2025-09-16,2025-09-16,Bondy Insights 2025,Evento Corporativo,"Amcham Brasil - São Paulo, SP",Baixo,Tuesday,46,Sim
2025-08-14,2025-08-14,Meeting EABM 2025,Evento Corporativo,"BarraLife - Rio de Janeiro, RJ",Baixo,Thursday,13,Sim
2025-08-07,2025-08-07,Empreendedorismo Acelerado - Conquiste 8 anos em 8meses no caminho para o sucesso,Evento Corporativo,"Hotel Santo Agostinho - Bragança Paulista, SP",Baixo,Thursday,6,Sim
2025-09-11,2025-09-11,Mentoria de Protocolos em Oncologia e Onco-Hematologia,Evento Corporativo,Evento Online,Baixo,Thursday,41,Sim
2025-08-09,2025-08-31,- Formação Teórico-prática em Terapia Cognitivo- Comportamental - Turma 10,Evento Corporativo,Evento Online,Baixo,Saturday,8,Não
2025-08-23,2025-08-23,II Simpósio LACARDIO,Evento Corporativo,"R. dos Aimorés, 1451 - Belo Horizonte, MG",Baixo,Saturday,22,Não
2025-09-12,2025-09-13,IV JORNADA DE UROLOGIA DO RN E VII JORNADA DE INTERVENÇÃO MULTIPROFISSIONAL NA BEXIGA NEUROGÊNICA,Evento Corporativo,"Av. Sen. Salgado Filho, 1906 - Natal, RN",Baixo,Friday,42,Não
